Patent_No,Publication_Number,Priority_Date,Publication_Date,Examiner_Cited
US9146374,US4717231A,1/5/1983,1/5/1988, 
US9146374,US4733936A,6/28/1985,3/29/1988, 
US9146374,US4736100A,7/31/1986,4/5/1988, 
US9146374,US4747020A,5/16/1986,5/24/1988, 
US9146374,JPS63229409A,3/18/1987,9/26/1988, 
US9146374,EP0293183A2,5/26/1987,11/30/1988, 
US9146374,US4792203A,9/17/1985,12/20/1988, 
US9146374,US4861134A,6/29/1988,8/29/1989, 
US9146374,EP0349290A1,6/29/1988,1/3/1990, 
US9146374,US4900123A,8/29/1988,2/13/1990, 
US9146374,US4948220A,6/20/1988,8/14/1990, 
US9146374,US4971421A,9/29/1989,11/20/1990, 
US9146374,EP0406151A2,6/29/1989,1/2/1991, 
US9146374,US4986762A,8/15/1989,1/22/1991, 
US9146374,US4995688A,7/31/1989,2/26/1991, 
US9146374,US5023646A,12/27/1985,6/11/1991, 
US9146374,WO1991010927A1,1/22/1990,7/25/1991, 
US9146374,US5058983A,7/6/1990,10/22/1991, 
US9146374,US5067784A,11/19/1990,11/26/1991, 
US9146374,US5071211A,12/20/1988,12/10/1991, 
US9146374,US5073042A,6/21/1990,12/17/1991, 
US9146374,US5076688A,3/23/1990,12/31/1991, 
US9146374,EP0479226A1,10/4/1990,4/8/1992, 
US9146374,US5109447A,3/4/1991,4/28/1992, 
US9146374,US5127082A,3/22/1991,6/30/1992, 
US9146374,US5129030A,5/30/1991,7/7/1992, 
US9146374,US5138688A,11/9/1990,8/11/1992, 
US9146374,US5142606A,1/22/1990,8/25/1992, 
US9146374,US5142598A,8/28/1991,8/25/1992, 
US9146374,DE4207531A1,3/12/1991,9/24/1992, 
US9146374,US5155785A,5/1/1991,10/13/1992, 
US9146374,US5160188A,6/12/1990,11/3/1992, 
US9146374,US5167001A,9/3/1991,11/24/1992, 
US9146374,US5179618A,7/11/1990,1/12/1993, 
US9146374,EP0538164A1,10/15/1991,4/21/1993, 
US9146374,US5208885A,2/27/1992,5/4/1993, 
US9146374,US5212761A,4/27/1992,5/18/1993, 
US9146374,US5214735A,4/6/1992,5/25/1993, 
US9146374,US5233674A,11/21/1991,8/3/1993, 
US9146374,US5235665A,5/6/1991,8/10/1993, 
US9146374,US5259051A,8/28/1992,11/2/1993, 
US9146374,US5274729A,7/30/1992,12/28/1993, 
US9146374,US5274731A,12/24/1992,12/28/1993, 
US9146374,US5287425A,2/26/1993,2/15/1994, 
US9146374,US5289558A,10/5/1991,2/22/1994, 
US9146374,EP0585809A1,8/26/1992,3/9/1994, 
US9146374,DE4229510A1,9/4/1992,3/10/1994, 
US9146374,US5317663A,5/20/1993,5/31/1994, 
US9146374,US5318259A,11/21/1991,6/7/1994, 
US9146374,US5333222A,5/14/1993,7/26/1994, 
US9146374,US5333221A,6/30/1992,7/26/1994, 
US9146374,US5335349A,12/14/1992,8/2/1994, 
US9146374,WO1994017534A1,1/19/1993,8/4/1994, 
US9146374,US5353367A,11/29/1993,10/4/1994, 
US9146374,US5359688A,3/4/1994,10/25/1994, 
US9146374,US5363440A,3/31/1993,11/8/1994, 
US9146374,US5363465A,2/19/1993,11/8/1994, 
US9146374,US5363467A,5/28/1993,11/8/1994, 
US9146374,US5367598A,10/21/1993,11/22/1994, 
US9146374,US5402515A,3/1/1994,3/28/1995, 
US9146374,US5408557A,4/20/1994,4/18/1995, 
US9146374,US5412751A,8/31/1993,5/2/1995, 
US9146374,US5420958A,5/21/1990,5/30/1995, 
US9146374,US5432875A,2/19/1993,7/11/1995, 
US9146374,WO1995020175A1,1/21/1994,7/27/1995, 
US9146374,US5438641A,3/26/1993,8/1/1995, 
US9146374,US5442726A,2/22/1994,8/15/1995, 
US9146374,US5448015A,12/30/1991,9/5/1995, 
US9146374,US5461690A,7/29/1994,10/24/1995, 
US9146374,US5469526A,1/7/1994,11/21/1995, 
US9146374,US5490229A,12/8/1993,2/6/1996, 
US9146374,EP0697610A1,8/15/1994,2/21/1996, 
US9146374,US5509096A,10/28/1994,4/16/1996, 
US9146374,US5511144A,6/13/1994,4/23/1996, 
US9146374,US5530783A,8/31/1994,6/25/1996, 
US9146374,US5542015A,4/8/1993,7/30/1996, 
US9146374,US5570450A,12/12/1991,10/29/1996, 
US9146374,EP0743701A2,5/17/1995,11/20/1996, 
US9146374,US5613030A,5/15/1995,3/18/1997, 
US9146374,US5636138A,12/29/1992,6/3/1997, 
US9146374,US5647043A,10/12/1995,7/8/1997, 
US9146374,US5655044A,12/1/1994,8/5/1997, 
US9146374,EP0788002A1,2/1/1996,8/6/1997, 
US9146374,US5689604A,9/9/1996,11/18/1997, 
US9146374,US5708751A,4/24/1996,1/13/1998, 
US9146374,US5715348A,3/27/1996,2/3/1998, 
US9146374,US5734776A,8/28/1996,3/31/1998, 
US9146374,US5742480A,11/2/1994,4/21/1998, 
US9146374,US5758003A,3/15/1996,5/26/1998, 
US9146374,US5758002A,12/31/1996,5/26/1998, 
US9146374,US5764844A,3/21/1994,6/9/1998, 
US9146374,US5774245A,7/8/1996,6/30/1998, 
US9146374,US5774612A,8/2/1995,6/30/1998, 
US9146374,US5781686A,2/23/1996,7/14/1998, 
US9146374,US5784515A,1/23/1995,7/21/1998, 
US9146374,US5825955A,2/5/1997,10/20/1998, 
US9146374,US5823646A,9/2/1997,10/20/1998, 
US9146374,US5841917A,1/31/1997,11/24/1998, 
US9146374,US5870519A,9/28/1994,2/9/1999, 
US9146374,US5883995A,5/20/1997,3/16/1999, 
US9146374,US5887095A,3/8/1995,3/23/1999, 
US9146374,US5889910A,2/18/1997,3/30/1999, 
US9146374,US5903698A,4/11/1997,5/11/1999, 
US9146374,US5909526A,4/8/1998,6/1/1999, 
US9146374,WO1999027404A1,11/20/1997,6/3/1999, 
US9146374,US5930425A,4/21/1998,7/27/1999, 
US9146374,US5945633A,5/23/1996,8/31/1999, 
US9146374,US5956444A,2/13/1997,9/21/1999, 
US9146374,US5966492A,12/19/1997,10/12/1999, 
US9146374,EP0563995B1,4/3/1992,10/13/1999, 
US9146374,US5969294A,12/31/1997,10/19/1999, 
US9146374,US5971626A,8/29/1997,10/26/1999, 
US9146374,US5975769A,7/8/1997,11/2/1999, 
US9146374,US5987203A,10/9/1997,11/16/1999, 
US9146374,US6005991A,11/26/1997,12/21/1999, 
US9146374,US6012852A,12/18/1996,1/11/2000, 
US9146374,EP0975180A1,7/24/1998,1/26/2000, 
US9146374,US6022150A,4/30/1997,2/8/2000, 
US9146374,US6027252A,12/19/1997,2/22/2000, 
US9146374,US6041155A,12/10/1997,3/21/2000, 
US9146374,US6044193A,7/10/1998,3/28/2000, 
US9146374,US6061492A,4/9/1997,5/9/2000, 
US9146374,WO2000007053A9,7/27/1998,6/2/2000, 
US9146374,WO2000005611A3,7/21/1998,6/15/2000, 
US9146374,US6076975A,10/15/1998,6/20/2000, 
US9146374,US6079881A,4/8/1998,6/27/2000, 
US9146374,US6097872A,3/10/1998,8/1/2000, 
US9146374,EP1045267A1,4/15/1999,10/18/2000, 
US9146374,US6149315A,9/4/1998,11/21/2000, 
US9146374,US6167183A,5/30/1997,12/26/2000, 
US9146374,US6181845B1,6/14/1996,1/30/2001, 
US9146374,US6188687B1,11/30/1994,2/13/2001, 
US9146374,US6208779B1,12/2/1999,3/27/2001, 
US9146374,US6215938B1,9/21/1998,4/10/2001, 
US9146374,CN2426610Y,6/16/2000,4/11/2001, 
US9146374,US6222976B1,6/30/1999,4/24/2001, 
US9146374,US6227717B1,12/16/1997,5/8/2001, 
US9146374,US6234683B1,9/13/1999,5/22/2001, 
US9146374,US6236795B1,6/7/1999,5/22/2001, 
US9146374,US6240229B1,12/21/1998,5/29/2001, 
US9146374,WO2000075706A3,6/3/1999,7/5/2001, 
US9146374,US6269214B1,8/4/1998,7/31/2001, 
US9146374,US6271484B1,10/8/1997,8/7/2001, 
US9146374,US6278829B1,5/5/1999,8/21/2001, 
US9146374,US6304690B1,4/2/1998,10/16/2001, 
US9146374,US20010041025A1,4/4/2000,11/15/2001, 
US9146374,WO2000052504A9,3/1/1999,2/7/2002, 
US9146374,US6347888B1,11/23/1998,2/19/2002, 
US9146374,US6351590B1,6/30/1999,2/26/2002, 
US9146374,US6352374B1,6/8/2000,3/5/2002, 
US9146374,US6356697B1,5/4/1999,3/12/2002, 
US9146374,WO2002021182A1,9/8/2000,3/14/2002, 
US9146374,US20020034290A1,9/15/2000,3/21/2002, 
US9146374,US6385381B1,9/21/1999,5/7/2002, 
US9146374,US6411767B1,8/24/1999,6/25/2002, 
US9146374,JP3307618B2,10/28/1999,7/24/2002, 
US9146374,US20020097962A1,10/9/1998,7/25/2002, 
US9146374,US6425694B1,9/18/2000,7/30/2002, 
US9146374,US6434313B1,10/31/2000,8/13/2002, 
US9146374,US6431762B1,4/9/1999,8/13/2002, 
US9146374,US6453033B1,8/24/1998,9/17/2002, 
US9146374,US6452925B1,4/18/1996,9/17/2002, 
US9146374,US20020131719A1,3/14/2001,9/19/2002, 
US9146374,US6464402B1,7/28/1999,10/15/2002, 
US9146374,US20020150372A1,2/12/2001,10/17/2002, 
US9146374,US6480661B2,3/3/2000,11/12/2002, 
US9146374,US6480487B1,8/24/1998,11/12/2002, 
US9146374,US6483977B2,4/12/2001,11/19/2002, 
US9146374,USD466087S1,1/30/2001,11/26/2002, 
US9146374,US20020181922A1,6/1/2001,12/5/2002, 
US9146374,US20020181893A1,2/16/2001,12/5/2002, 
US9146374,US6493480B1,7/31/2000,12/10/2002, 
US9146374,US6496638B1,10/23/1998,12/17/2002, 
US9146374,US6496640B1,12/16/1999,12/17/2002, 
US9146374,US20030002812A1,6/27/2001,1/2/2003, 
US9146374,US6504988B1,1/24/2000,1/7/2003, 
US9146374,US20030007767A1,7/6/2001,1/9/2003, 
US9146374,US20030006333A1,7/3/2001,1/9/2003,*
US9146374,US6510273B2,1/26/2001,1/21/2003, 
US9146374,US6526210B1,6/27/2000,2/25/2003, 
US9146374,US20030044141A1,8/31/2001,3/6/2003, 
US9146374,US20030042040A1,9/6/2001,3/6/2003, 
US9146374,US6532332B2,2/15/2001,3/11/2003, 
US9146374,US6535682B1,3/1/1999,3/18/2003, 
US9146374,US6537106B1,6/5/1998,3/25/2003, 
US9146374,US6539147B1,8/12/1999,3/25/2003, 
US9146374,US6539160B2,10/27/2000,3/25/2003, 
US9146374,US6542688B1,10/27/2000,4/1/2003, 
US9146374,US20030072537A1,2/20/2001,4/17/2003, 
US9146374,US6554485B1,9/11/2000,4/29/2003, 
US9146374,US20030095772A1,11/16/2001,5/22/2003, 
US9146374,US6577595B1,11/12/1999,6/10/2003, 
US9146374,US20030128951A1,11/13/2001,7/10/2003, 
US9146374,US6594434B1,10/26/2001,7/15/2003, 
US9146374,US6597670B1,1/26/1998,7/22/2003, 
US9146374,WO2002103429A3,11/20/2000,7/24/2003, 
US9146374,US6600866B2,3/13/2001,7/29/2003, 
US9146374,WO2003021312A8,8/31/2001,8/7/2003, 
US9146374,US20030147597A1,2/7/2002,8/7/2003, 
US9146374,US6614980B1,8/12/1999,9/2/2003, 
US9146374,US6621975B2,11/30/2001,9/16/2003, 
US9146374,US20030174953A1,3/15/2002,9/18/2003, 
US9146374,US20030174996A1,3/15/2002,9/18/2003, 
US9146374,US6625375B1,8/12/1999,9/23/2003, 
US9146374,US6623170B2,6/20/2001,9/23/2003, 
US9146374,US20030182015A1,3/19/2002,9/25/2003, 
US9146374,US6631237B2,3/6/2001,10/7/2003, 
US9146374,WO2003093883A2,5/3/2002,11/13/2003, 
US9146374,US6648376B2,3/29/2002,11/18/2003, 
US9146374,US6654536B2,4/12/2001,11/25/2003, 
US9146374,US20030223724A1,5/31/2002,12/4/2003, 
US9146374,US6661961B1,11/1/2000,12/9/2003, 
US9146374,US6690862B1,3/10/2000,2/10/2004, 
US9146374,US20040028368A1,5/1/2002,2/12/2004, 
US9146374,US6709607B2,12/31/1996,3/23/2004, 
US9146374,US20040074852A1,10/21/2002,4/22/2004, 
US9146374,US6736670B2,11/16/2001,5/18/2004, 
US9146374,US20040109660A1,12/5/2002,6/10/2004, 
US9146374,US6755574B2,10/23/1997,6/29/2004, 
US9146374,US20040126069A1,12/30/2002,7/1/2004, 
US9146374,US6760530B1,6/9/2000,7/6/2004, 
US9146374,US6763166B2,8/22/2002,7/13/2004, 
US9146374,US20040136638A1,1/14/2003,7/15/2004, 
US9146374,US6775458B2,8/22/2002,8/10/2004, 
US9146374,US6778752B2,5/31/2002,8/17/2004, 
US9146374,US20040165852A1,7/27/2001,8/26/2004, 
US9146374,US20040172492A1,6/16/1998,9/2/2004, 
US9146374,US6788786B1,9/22/2000,9/7/2004, 
US9146374,US20040175090A1,4/2/2001,9/9/2004, 
US9146374,US6792191B1,4/22/2003,9/14/2004, 
US9146374,US6793517B2,4/8/2002,9/21/2004, 
US9146374,US6801680B2,8/1/2000,10/5/2004, 
US9146374,US6810193B1,11/22/1999,10/26/2004, 
US9146374,US6815612B2,10/18/2002,11/9/2004, 
US9146374,US6819821B2,3/26/2002,11/16/2004, 
US9146374,US20040228598A1,3/20/2003,11/18/2004, 
US9146374,US20040264873A1,6/30/2003,12/30/2004, 
US9146374,US20050002633A1,7/2/2003,1/6/2005, 
US9146374,US6845208B2,11/13/2001,1/18/2005, 
US9146374,US20050018950A1,4/22/2002,1/27/2005, 
US9146374,US6850685B2,3/27/2002,2/1/2005, 
US9146374,US6853795B2,3/5/2003,2/8/2005, 
US9146374,US20050048831A1,6/27/2003,3/3/2005, 
US9146374,US20050053337A1,3/1/2002,3/10/2005, 
US9146374,US6870734B2,5/30/2003,3/22/2005, 
US9146374,US20050084200A1,10/16/2003,4/21/2005, 
US9146374,US6888069B1,5/26/2004,5/3/2005, 
US9146374,US6901200B2,12/22/2000,5/31/2005, 
US9146374,US20050123261A1,4/12/2002,6/9/2005, 
US9146374,US20050129379A1,11/17/2003,6/16/2005, 
US9146374,US6912349B2,10/8/2002,6/28/2005, 
US9146374,US6920274B2,12/23/2003,7/19/2005, 
US9146374,US6925241B2,10/11/2002,8/2/2005, 
US9146374,US6934457B2,2/25/2002,8/23/2005, 
US9146374,US6937800B2,1/22/2003,8/30/2005, 
US9146374,US6950593B2,5/21/2001,9/27/2005, 
US9146374,US6980725B1,4/30/2002,12/27/2005, 
US9146374,US20060029353A1,8/9/2004,2/9/2006, 
US9146374,JP3761762B2,2/23/2000,3/29/2006, 
US9146374,US7029322B2,2/27/2003,4/18/2006, 
US9146374,US20060093301A1,11/3/2004,5/4/2006, 
US9146374,US7074744B2,6/26/2003,7/11/2006, 
US9146374,US7092592B2,1/17/2001,8/15/2006, 
US9146374,US7094095B1,2/25/2005,8/22/2006, 
US9146374,US20060210229A1,3/15/2005,9/21/2006, 
US9146374,US20060210222A1,4/30/2003,9/21/2006, 
US9146374,US20060228086A1,3/31/2005,10/12/2006, 
US9146374,US7139456B2,10/27/2004,11/21/2006, 
US9146374,US20060269205A1,5/25/2005,11/30/2006, 
US9146374,US20060269206A1,5/25/2005,11/30/2006, 
US9146374,US20070003204A1,6/30/2005,1/4/2007, 
US9146374,US20070025675A1,7/27/2005,2/1/2007, 
US9146374,US20070047893A1,8/29/2005,3/1/2007, 
US9146374,US7186032B1,12/24/2003,3/6/2007, 
US9146374,US7218827B2,6/18/2004,5/15/2007, 
US9146374,US20070189692A1,2/13/2006,8/16/2007, 
US9146374,US20070230863A1,3/30/2006,10/4/2007, 
US9146374,US7302153B2,10/26/2005,11/27/2007, 
US9146374,US20080008437A1,11/17/2003,1/10/2008, 
US9146374,US7335056B1,10/19/2006,2/26/2008, 
US9146374,US7357667B2,6/22/2006,4/15/2008, 
US9146374,US20080089656A1,10/11/2006,4/17/2008, 
US9146374,US20080131067A1,8/31/2006,6/5/2008, 
US9146374,US20080175550A1,1/19/2007,7/24/2008, 
US9146374,WO2008089192A1,1/19/2007,7/24/2008, 
US9146374,US7406240B2,7/21/2005,7/29/2008, 
US9146374,US7433915B2,8/1/2002,10/7/2008, 
US9146374,US20080273846A1,12/13/2006,11/6/2008, 
US9146374,US7455548B2,10/19/2006,11/25/2008, 
US9146374,US7460757B2,11/22/2002,12/2/2008, 
US9146374,US20090041417A1,6/14/2007,2/12/2009, 
US9146374,US7496268B2,12/13/2006,2/24/2009, 
US9146374,US20090067800A1,9/7/2007,3/12/2009, 
US9146374,US20090097813A1,10/1/2007,4/16/2009, 
US9146374,US20090097800A1,10/10/2007,4/16/2009, 
US9146374,US7553091B2,10/19/2006,6/30/2009, 
US9146374,US20090230228A1,2/1/2008,9/17/2009,*
US9146374,WO2009120280A2,3/27/2008,10/1/2009, 
US9146374,US20090257726A1,4/11/2008,10/15/2009, 
US9146374,US20090269018A1,6/11/2005,10/29/2009, 
US9146374,US20090274431A1,3/28/2008,11/5/2009, 
US9146374,US7623749B2,8/30/2005,11/24/2009, 
US9146374,US7627204B1,11/2/2007,12/1/2009, 
US9146374,US20090324189A1,10/1/2007,12/31/2009, 
US9146374,US7722261B2,7/31/2006,5/25/2010, 
US9146374,US20100129028A1,11/21/2008,5/27/2010, 
US9146374,US20100142910A1,10/1/2007,6/10/2010, 
US9146374,US7738760B2,3/23/2007,6/15/2010, 
US9146374,US7738755B2,6/30/2005,6/15/2010, 
US9146374,US20100158465A1,12/9/2008,6/24/2010, 
US9146374,US7747125B1,11/7/2007,6/29/2010, 
US9146374,US7775725B2,10/29/2008,8/17/2010, 
US9146374,US20100316335A1,6/15/2009,12/16/2010, 
US9146374,US7856166B2,9/2/2008,12/21/2010, 
US9146374,US20100322579A1,6/19/2009,12/23/2010, 
US9146374,US20100322562A1,6/17/2009,12/23/2010, 
US9146374,US20100322576A1,6/19/2009,12/23/2010, 
US9146374,US20110019964A1,1/15/2009,1/27/2011, 
US9146374,US20110044599A1,7/21/2009,2/24/2011, 
US9146374,US20110065909A1,3/4/2005,3/17/2011, 
US9146374,US20110085771A1,6/10/2008,4/14/2011, 
US9146374,US20110096404A1,10/28/2009,4/28/2011, 
US9146374,US20110110673A1,11/11/2009,5/12/2011, 
US9146374,US7942004B2,11/30/2004,5/17/2011, 
US9146374,US20110158597A1,12/30/2009,6/30/2011,*
US9146374,US20110182558A1,1/26/2010,7/28/2011, 
US9146374,US20110217016A1,2/1/2008,9/8/2011, 
US9146374,US20110222829A1,3/11/2010,9/15/2011, 
US9146374,US20110262077A1,2/12/2010,10/27/2011, 
US9146374,US20110268410A1,4/30/2010,11/3/2011, 
US9146374,US20110268414A1,4/30/2010,11/3/2011, 
US9146374,US20110268408A1,4/30/2010,11/3/2011, 
US9146374,US20110268412A1,4/30/2010,11/3/2011, 
US9146374,US20110268404A1,5/21/2009,11/3/2011, 
US9146374,US20110274400A1,5/6/2010,11/10/2011, 
US9146374,US8078017B2,7/16/2008,12/13/2011, 
US9146374,US20120008900A1,7/8/2010,1/12/2012, 
US9146374,US20120014645A1,7/14/2010,1/19/2012, 
US9146374,US20120020618A1,7/23/2010,1/26/2012, 
US9146374,US20120020619A1,7/23/2010,1/26/2012, 
US9146374,US20120051706A1,8/31/2010,3/1/2012, 
US9146374,US20120051708A1,8/24/2010,3/1/2012, 
US9146374,US20120263415A1,1/6/2010,10/18/2012, 
US9146374,US20120301098A1,2/1/2010,11/29/2012, 
US9146374,US20130004506A1,6/20/2011,1/3/2013, 
US9146374,US20130064495A1,9/12/2011,3/14/2013, 
US9146374,US20130064506A1,9/12/2011,3/14/2013, 
US9146374,US20130075522A1,2/1/2008,3/28/2013,*
US9146374,US20130077913A1,9/23/2011,3/28/2013, 
US9146374,US20130089292A1,10/7/2011,4/11/2013, 
US9146373,US4736100A,7/31/1986,4/5/1988, 
US9146373,US4747020A,5/16/1986,5/24/1988, 
US9146373,JPS63229409A,3/18/1987,9/26/1988, 
US9146373,US4792203A,9/17/1985,12/20/1988, 
US9146373,US4824196A,5/26/1987,4/25/1989, 
US9146373,US4861134A,6/29/1988,8/29/1989, 
US9146373,US4900123A,8/29/1988,2/13/1990, 
US9146373,US4948220A,6/20/1988,8/14/1990, 
US9146373,US4995688A,7/31/1989,2/26/1991, 
US9146373,US5023646A,12/27/1985,6/11/1991, 
US9146373,US5058983A,7/6/1990,10/22/1991, 
US9146373,US5073042A,6/21/1990,12/17/1991, 
US9146373,US5076688A,3/23/1990,12/31/1991, 
US9146373,US5142598A,8/28/1991,8/25/1992, 
US9146373,US5214735A,4/6/1992,5/25/1993, 
US9146373,US5233674A,11/21/1991,8/3/1993, 
US9146373,US5274729A,7/30/1992,12/28/1993, 
US9146373,US5274731A,12/24/1992,12/28/1993, 
US9146373,US5317663A,5/20/1993,5/31/1994, 
US9146373,US5333222A,5/14/1993,7/26/1994, 
US9146373,US5333221A,6/30/1992,7/26/1994, 
US9146373,US5359688A,3/4/1994,10/25/1994, 
US9146373,US5367598A,10/21/1993,11/22/1994, 
US9146373,US5402515A,3/1/1994,3/28/1995, 
US9146373,US5408557A,4/20/1994,4/18/1995, 
US9146373,US5420958A,5/21/1990,5/30/1995, 
US9146373,WO1995020175A1,1/21/1994,7/27/1995, 
US9146373,US5442726A,2/22/1994,8/15/1995, 
US9146373,US5448015A,12/30/1991,9/5/1995, 
US9146373,US5469526A,1/7/1994,11/21/1995, 
US9146373,US5511144A,6/13/1994,4/23/1996, 
US9146373,US5542015A,4/8/1993,7/30/1996, 
US9146373,EP0743701A2,5/17/1995,11/20/1996, 
US9146373,US5636138A,12/29/1992,6/3/1997, 
US9146373,US5647043A,10/12/1995,7/8/1997, 
US9146373,EP0788002A1,2/1/1996,8/6/1997, 
US9146373,US5706384A,9/10/1993,1/6/1998, 
US9146373,US5708751A,4/24/1996,1/13/1998, 
US9146373,US5734776A,8/28/1996,3/31/1998, 
US9146373,US5764844A,3/21/1994,6/9/1998, 
US9146373,US5774612A,8/2/1995,6/30/1998, 
US9146373,US5784515A,1/23/1995,7/21/1998, 
US9146373,US5823646A,9/2/1997,10/20/1998, 
US9146373,US5825955A,2/5/1997,10/20/1998, 
US9146373,US5883995A,5/20/1997,3/16/1999, 
US9146373,US5909526A,4/8/1998,6/1/1999, 
US9146373,WO1999027404A1,11/20/1997,6/3/1999, 
US9146373,US5930425A,4/21/1998,7/27/1999, 
US9146373,US5945633A,5/23/1996,8/31/1999, 
US9146373,US5956444A,2/13/1997,9/21/1999, 
US9146373,US5969294A,12/31/1997,10/19/1999, 
US9146373,US6027252A,12/19/1997,2/22/2000, 
US9146373,US6041155A,12/10/1997,3/21/2000, 
US9146373,US6044193A,7/10/1998,3/28/2000, 
US9146373,US6061492A,4/9/1997,5/9/2000, 
US9146373,US6076975A,10/15/1998,6/20/2000, 
US9146373,US6079881A,4/8/1998,6/27/2000, 
US9146373,EP1045267A1,4/15/1999,10/18/2000, 
US9146373,US6149315A,9/4/1998,11/21/2000, 
US9146373,US6160946A,7/27/1998,12/12/2000, 
US9146373,US6188687B1,11/30/1994,2/13/2001, 
US9146373,US6208796B1,7/21/1998,3/27/2001, 
US9146373,CN2426610Y,6/16/2000,4/11/2001, 
US9146373,US6227717B1,12/16/1997,5/8/2001, 
US9146373,US6234683B1,9/13/1999,5/22/2001, 
US9146373,US6236795B1,6/7/1999,5/22/2001, 
US9146373,US6240229B1,12/21/1998,5/29/2001, 
US9146373,US6256443B1,7/24/1998,7/3/2001, 
US9146373,WO2000075706A3,6/3/1999,7/5/2001, 
US9146373,US6271484B1,10/8/1997,8/7/2001, 
US9146373,US6278829B1,5/5/1999,8/21/2001, 
US9146373,WO2000052504A9,3/1/1999,2/7/2002, 
US9146373,US6347888B1,11/23/1998,2/19/2002, 
US9146373,US6356697B1,5/4/1999,3/12/2002, 
US9146373,WO2002021182A1,9/8/2000,3/14/2002, 
US9146373,US20020034290A1,9/15/2000,3/21/2002, 
US9146373,US6385381B1,9/21/1999,5/7/2002, 
US9146373,US6411767B1,8/24/1999,6/25/2002, 
US9146373,JP3307618B2,10/28/1999,7/24/2002, 
US9146373,US6425694B1,9/18/2000,7/30/2002, 
US9146373,US6434313B1,10/31/2000,8/13/2002, 
US9146373,US6431762B1,4/9/1999,8/13/2002, 
US9146373,US6453033B1,8/24/1998,9/17/2002, 
US9146373,US6452925B1,4/18/1996,9/17/2002, 
US9146373,US6464402B1,7/28/1999,10/15/2002, 
US9146373,US20020150372A1,2/12/2001,10/17/2002, 
US9146373,US6480487B1,8/24/1998,11/12/2002, 
US9146373,US6483977B2,4/12/2001,11/19/2002, 
US9146373,USD466087S1,1/30/2001,11/26/2002, 
US9146373,US20020181893A1,2/16/2001,12/5/2002, 
US9146373,US6496640B1,12/16/1999,12/17/2002, 
US9146373,US20030002812A1,6/27/2001,1/2/2003, 
US9146373,WO2002103429A8,11/20/2000,3/13/2003, 
US9146373,US6535682B1,3/1/1999,3/18/2003, 
US9146373,US6539147B1,8/12/1999,3/25/2003, 
US9146373,US6539160B2,10/27/2000,3/25/2003, 
US9146373,US6542688B1,10/27/2000,4/1/2003, 
US9146373,US6554485B1,9/11/2000,4/29/2003, 
US9146373,US6577595B1,11/12/1999,6/10/2003, 
US9146373,US6597670B1,1/26/1998,7/22/2003, 
US9146373,US6614980B1,8/12/1999,9/2/2003, 
US9146373,US20030165315A1,1/24/2000,9/4/2003, 
US9146373,US6621975B2,11/30/2001,9/16/2003, 
US9146373,US20030174996A1,3/15/2002,9/18/2003, 
US9146373,US6623170B2,6/20/2001,9/23/2003, 
US9146373,US6625375B1,8/12/1999,9/23/2003, 
US9146373,US20030185518A1,3/27/2002,10/2/2003, 
US9146373,US20030185486A1,3/27/2002,10/2/2003, 
US9146373,US6631237B2,3/6/2001,10/7/2003, 
US9146373,US6654536B2,4/12/2001,11/25/2003, 
US9146373,US6661961B1,11/1/2000,12/9/2003, 
US9146373,US20040074852A1,10/21/2002,4/22/2004, 
US9146373,US6755574B2,10/23/1997,6/29/2004, 
US9146373,US20040126069A1,12/30/2002,7/1/2004, 
US9146373,US6760530B1,6/9/2000,7/6/2004, 
US9146373,US6778752B2,5/31/2002,8/17/2004, 
US9146373,US20040165852A1,7/27/2001,8/26/2004, 
US9146373,US6788786B1,9/22/2000,9/7/2004, 
US9146373,US6792191B1,4/22/2003,9/14/2004, 
US9146373,US6792190B2,6/1/2001,9/14/2004, 
US9146373,US6815612B2,10/18/2002,11/9/2004, 
US9146373,US20040228598A1,3/20/2003,11/18/2004, 
US9146373,US20040264873A1,6/30/2003,12/30/2004, 
US9146373,US20050002633A1,7/2/2003,1/6/2005, 
US9146373,US6850685B2,3/27/2002,2/1/2005, 
US9146373,US6853795B2,3/5/2003,2/8/2005, 
US9146373,US6870734B2,5/30/2003,3/22/2005, 
US9146373,US6901200B2,12/22/2000,5/31/2005, 
US9146373,US20050129379A1,11/17/2003,6/16/2005, 
US9146373,US6920274B2,12/23/2003,7/19/2005, 
US9146373,US6925241B2,10/11/2002,8/2/2005, 
US9146373,US6950593B2,5/21/2001,9/27/2005, 
US9146373,US6980725B1,4/30/2002,12/27/2005, 
US9146373,JP3761762B2,2/23/2000,3/29/2006, 
US9146373,US7029322B2,2/27/2003,4/18/2006, 
US9146373,US7218827B2,6/18/2004,5/15/2007, 
